article_text,category
"b'Japanese banking battle at an end\n\nJapan\'s Sumitomo Mitsui Financial has withdrawn its takeover offer for rival bank UFJ Holdings, enabling the latter to merge with Mitsubishi Tokyo.\n\nSumitomo bosses told counterparts at UFJ of its decision on Friday, clearing the way for it to conclude a 3 trillion yen ($29bn) deal with Mitsubishi. The deal would create the world\'s biggest bank with assets of about 189 trillion yen ($1.8 trillion). Sumitomo\'s exit ends the most high profile fight in Japanese bank history.\n\nUFJ Holdings, Japan\'s fourth-largest bank, has been at the centre of a fierce bid battle over the last year. Sumitomo, Japan\'s third-largest bank, tabled a higher offer for UFJ than its rival, valuing the company at $35bn.\n\nHowever, UFJ\'s management was known to prefer the offer from Mitsubishi Tokyo Financial Group (MTFG), Japan\'s second-largest bank. Concerns were also raised about Sumitomo\'s ability to absorb UFJ and the former has now admitted defeat. ""We believe the market and most investors accept a UFJ-MTFG merger,"" Sumitomo said in a statement. ""Given the ongoing integration of UFJ and MTFG operations, persisting with our proposal may not be in the best interests of our shareholders or UFJ\'s.""\n\nMitsubishi\'s takeover of UFJ - which will be Japan\'s largest-ever takeover deal - will still have to be approved by shareholders of the two firms. However, this is expected to be a formality. Sumitomo may now turn its attention to deepening its ties with Daiwa Securities, another Japanese financial firm. The two are set to merge their venture capital operations and there has been speculation that this could lead to a full-blown merger. Japanese banks are increasingly seeking alliances to boost profits.\n'",/Business & Industrial
"b'Ad firm WPP\'s profits surge 15%\n\nUK advertising giant WPP has posted larger-than-expected annual profits and predicted that it will outperform the market in 2005.\n\nPre-tax profits rose 15% from a year ago to reach \xc2\xa3546m ($1.04bn), ahead of average analysts\' forecasts of \xc2\xa3532m. Revenues were \xc2\xa34.3bn while the firm\'s operating margins were 14.1%, which it said could reach 14.8% by 2006. During the year WPP bought US rival Grey Global, creating a giant big enough to rival sector leader Omnicom.\n\nChief Executive Martin Sorrell on Friday told Reuters news agency that WPP had submitted a proposal for United Business Media\'s NOP World market research unit. Analysts say the unit sell could sell for up to \xc2\xa3350m. WPP in recent years has also bought firms such as Ogilvy & Mather and Cordiant Communications. It also includes the firms Young & Rubicam and J Walter Thompson. Events such as the Olympics helped boost WPP\'s profits in 2004. The company said the US Congressional elections and the FIFA World Cup are likely to present advertising opportunities in the near future. The long-term outlook looks ""very favourable"" because of media and technology developments and the strength of the US economy, WPP said.\n'",/Business & Industrial/Business Services
"b'Deutsche Telekom sees mobile gain\n\nGerman telecoms firm Deutsche Telekom saw strong fourth quarter profits on the back of upbeat US mobile earnings and better-than-expected asset sales.\n\nNet profit came in at 1.4bn euros (\xc2\xa3960m; $1.85bn), a dramatic change from the loss of 364m euros in 2003. Sales rose 2.8% to 14.96bn euros. Sales of stakes in firms including Russia\'s OAO Mobile Telesystems raised 1.17bn euros. This was more than expected and helped to bring debt down to 35.8bn euros.\n\nA year ago, debt was more than 11bn euros higher. T-Mobile USA, the company\'s American mobile business, made a strong contribution to profits. ""It\'s a seminal achievement that they cut debt so low. That gives them some head room to invest in growth now,"" said Hannes Wittig, telecoms analyst at Dresdner Kleinwort Wasserstein. The company also said it would resume paying a dividend, after two years in which it focused on cutting debt.\n'",/Internet & Telecom/Service Providers
"b""Chinese wine tempts Italy's Illva\n\nItaly's Illva Saronno has agreed to buy 33% of Changyu, the largest wine maker in China.\n\nChangyu said in a statement to the Shenzhen stock exchange that Illva will pay 481.42m yuan ($58.16m; \xc2\xa330.7m), once the government approves the deal. The Italian liqueur maker will acquire the shares from the Yantai State Asset Management Bureau. Chinese wine sales are growing, the US Agriculture Department said, with wine sales in 2003 up 25% at 61.1bn yuan.\n\nChina is encouraging state-owned companies to sell shares to foreign investors. Anheuser-Busch, Heineken and Scottish & Newcastle have all invested in the Chinese beer industry in the last two years and now Illva Saronno is betting on the Chinese wine market. Yantai State Asset Management Bureau - a government agency in the north-eastern city of Yantai - owns 55% of Changyu. The state agency will also sell 10% of its stake in Changyu to another overseas company, although it didn't say who. The remaining 12% will be retained by the Yantai city government. The consumption of wine in China is still low, at just 0.22 litres per capita, said the US Agriculture Department. This compares with 59 litres in France, 12 litres in the US and three litres in Japan.\n""",/Food & Drink/Beverages/Alcoholic Beverages
"b'Japan economy slides to recession\n\nThe Japanese economy has officially gone back into recession for the fourth time in a decade.\n\nGross domestic product fell by 0.1% in the last three months of 2004. The fall reflects weak exports and a slowdown in consumer spending, and follows similar falls in GDP in the two previous quarters. The Tokyo stock market fell after the figures were announced, but rose again on a widespread perception that the economy will recover later this year. On Wednesday, the government revised growth figures from earlier in 2004 which, when taking into account performance in the most recent period, effectively tips Japan into recession.\n\nA previous estimate of 0.1% growth between July and September was downgraded to a 0.3% decline. A recession is commonly defined as two consecutive quarters of negative growth, although the Japanese government takes other factors into account when judging the status of its economy.\n\nFigures released by the government\'s Cabinet Office showed that GDP, on an annualised basis, fell 0.5% in the last three months of 2004. However, politicians remain upbeat about prospects for an economic boost later in the year. ""The economy has some soft patches but if you look at the bigger picture, it is in a recovery stage,"" said Economic and Fiscal Policy Minister Heizo Takenaka. Gross domestic product measures the overall value of goods and services produced in a country. ""The economy must be assessed comprehensively and we cannot look at GDP alone,"" Mr Takenaka stressed.\n\nMinisters pointed to the fact that consumer spending had been depressed by one-off factors such as the unseasonably mild winter. Analysts said the figures were disappointing but argued that Japan\'s largest companies had been recording healthy profits and capital spending was on the rise. Japan\'s economy grew 2.6% overall last year - fuelled by a strong performance in the first few months - and is forecast to see growth of 2.1% in 2005. However, the economy\'s fragile recovery remains dependent on an upturn in consumer spending, a fall in the value of the yen and an improvement in global economies. ""The results came in at the lower end of expectations but we shouldn\'t be too pessimistic about the current state and the outlook for the economy,"" said Naoki Iizuka, senior economist at the Dai-ichi Life Research Institute. Japan\'s economy has seen stretches of moderate growth over the past decade but has periodically slipped back into recession.\n'",/News/Business News
"b'US crude prices surge above $53\n\nUS crude prices have soared to fresh four-month highs above $53 in the US as refinery problems propelled petrol prices to an all-time high.\n\nUS light sweet crude futures jumped to $53.09 a barrel in New York before closing at $53.03. The gains tracked a surge in US gasoline futures to a record high of $1.4850 a gallon. The jump followed a fire at Western Refining Company\'s refinery in Texas, which shut down petrol production. A spokesman for the group was unable to say when the production unit would be back up and running. ""This market simply wants to go up,"" Citigroup Global Markets analyst Kyle Cooper told Reuters news agency. Ed Silliere, analyst at Energy Merchant, added: ""Gasoline is up because of the refinery issues in Texas, which means there will be a scramble for product in the (US) Gulf Coast.""\n\nElsewhere, a refinery in Houston was closed due to mechanical problems, while on Tuesday production at BP\'s Texas City refinery was taken down for a short time. In the approach to Spring, the market becomes much more sensitive to problems with petrol production as dealers anticipate rising demand for fuel ahead of the holiday season. The rise in prices came despite a US government report that showed domestic supplies of fuel oil and fuel were rising. Meanwhile, oil production cartel Opec\'s recent announcement that it was now unlikely to cut production levels has also failed to calm fears on the market. Oil prices are roughly 45% higher than a year ago and have risen sharply in recent weeks due to a combination of colder weather, the declining value of the dollar and fears that Opec could rein in production to head off a seasonal drop in demand. Instability in Iraq and underlying fears about terrorism have also played a part in the rally.\n'",/Business & Industrial/Energy & Utilities/Oil & Gas
"b'Ryanair in $4bn Boeing plane deal\n\nBudget airline Ryanair has placed an order for 70 Boeing 737-800 planes, in a deal valued at $4bn (\xc2\xa32.1bn) which should lead to 2,500 new Ryanair jobs.\n\nIt also has an option for a further 70 aircraft, a move which brings the Ryanair/Boeing order book up to 225 firm orders and options on 193 more. Ryanair said the new planes would help it to cut operating costs further. The carrier reported a drop in quarterly profit earlier this year after it was hit by higher fuel costs. However, when it reported the results, the airline was upbeat about prospects for 2005, despite tough competition in the budget airline market.\n\nRyanair chairman David Bonderman said that the 737-800 had ""significantly reduced our unit operating costs and allowed us to reduce air fares each year for the last five years"".\n\n""With this new order and new pricing in place, Ryanair expects that unit operating costs (excluding fuel) will continue to fall each year for the next five years,"" he added. At the end of this year, Ryanair will have taken delivery of about 100 new planes, while the 70 new orders are due for delivery between 2008 and 2012. The airline said that when all these planes have been delivered, it will be able to carry more than 70 million passengers a year, making it Europe\'s largest airline. About 2,500 new jobs should be created in the next seven years, it added. The order can be seen as good news for Boeing, which in recent years has been overtaken by European plane maker Airbus as the world\'s biggest-selling plane maker.\n'",/Travel/Air Travel
"b'BMW cash to fuel Mini production\n\nLess than four years after the new Mini was launched, German car maker BMW has announced \xc2\xa3100m of new investment.\n\nSome 200 new jobs are to be created at the Oxford factory, including modernised machinery and a new body shell production building. The result of the investment could be to raise output to more than 200,000 cars from 2007. The rise, from 189,000 last year, is a response to rapidly-rising demand and could help wipe out waiting lists. Before Wednesday\'s announcement, BMW had invested some \xc2\xa3280m in Mini production.\n\nSince its launch during summer 2001, the new Mini has gone from strength to strength.\n\nLast year, almost one in six cars sold by the BMW group was a Mini. The company admits that the success of the brand came despite scepticism from many in the industry. ""Our decision to produce a new Mini was not received well right away,"" said Norbert Reithofer, a member of the BMW management board. Initially, BMW said it would produce 100,000 Mini models a year at its vast Cowley factory on the outskirts of Oxford, but the target was quickly reached, then raised, time and time again. Not everyone is convinced that the boom can continue. ""The risk is that after they\'ve invested massively in the brand, demand tapers off like it did with the new VW Beetle,"" said Brad Wernle, from Automotive News Europe.\n\nThe price of the car has also gone up. When it was launched, the cheapest Mini cost just more than \xc2\xa310,000. These days, buyers will have to fork out almost \xc2\xa311,500 to own a new Mini One, or even more for the Cooper S which costs up to \xc2\xa317,730. The Mini Convertible, which was launched last spring, costs up to \xc2\xa315,690 for the top model, and there is even a waiting list. Second-hand Minis are not cheap either. A Mini One bought when the model was launched should still fetch at least \xc2\xa38,000 for the cheapest model, while a used Cooper S is likely to be priced from \xc2\xa312,556, according to the-car buying website Parker\'s. The consumers\' association Which operates with slightly different numbers, yet it confirms that the Mini Cooper 1.6 depreciates slower than any other car, other than the Mercedes Benz C180 SE and the BMW 1 Series 116i SE.\n\nThe Cowley factory, which initially seemed far too large a production plant for just 100,000 Minis, is increasingly being put to good use.\n\nThere are plans to tear down old buildings and build new ones and there are rumours that a new paint shop could be included in the plans. BMW\'s Mini adventure has made good much of what went wrong during its stewardship of the UK car maker Rover which it sold for \xc2\xa310 five years ago to the Phoenix consortium. In 1999, when BMW still owned Rover, the Oxford factory was producing the award-winning Rover 75. During that year, 3,500 people produced 56,000 cars. Last year, in the same factory, almost four times as many vehicles were produced by just 4,500 Mini-workers. The Mini factory\'s current output is equally impressive when compared with the main Rover factory in Longbridge, which in 1999 produced 180,000 Rover cars. Last year, MG Rover, which employs more than 6,000 people, produced just 110,000 cars, though it hopes to land a deal with Shanghai Automotive Industry Corporation (SAIC) that could help double the number of cars produced at Longbridge. Indeed, Mini is not only producing more cars than MG Rover does; it remains ahead even when the current sales of Land Rovers and Range Rovers (which are made by the former Rover unit that BMW sold to Ford) are taken into account.\n'",/Autos & Vehicles
"b""Fiat mulls Ferrari market listing\n\nFerrari could be listed on the stock market as part of an overhaul of Fiat's carmaking operations, the Financial Times has reported.\n\nIt said Fiat was set to restructure its business after reaching a $2bn (1.53bn euros; \xc2\xa31.05bn) settlement with GM about Fiat's ownership. Steps being considered include listing Ferrari and bringing Maserati and Alfa Romeo closer together, it said. Despite strong sales of Alfa Romeo, Fiat's car business is making a loss.\n\nUnder the proposals - which the paper said could be announced within days - the iconic sportscar maker could be listed separately on the market. Fiat owns a 56% stake in Ferrari -best known for its dominant Formula One motor racing team - having first bought into the business in 1969. It considered floating Ferrari in 2002 but opted to sell a minority stake to Italian bank Mediobanca for 775m euros ($1bn). That sale valued Ferrari - which owns the Maserati brand - at 2.3bn euros. The price tag would change if Maserati was stripped out. The Financial Times said Fiat may transfer Maserati within its wholly- owned Alfa Romeo division in an effort to exploit commercial synergies. Such a move would help Alfa Romeo and Maserati to share marketing, distribution and research & development costs. Maserati and Ferrari sell about 10,000 cars between them and both companies broke even in 2003.\n\nFiat, Italy's largest private sector employer, did not comment on the reported changes. Fiat recently negotiated an end to its alliance with General Motors. The US firm agreed to pay $2bn to exit an agreement under which it could have been liable to buy Fiat outright. Analysts said the reported restructuring was evidence of the greater flexibility which Fiat now had to develop the business.\n""",/Autos & Vehicles
"b'Lufthansa may sue over Bush visit\n\nGerman airline Lufthansa may sue federal agencies for damages after the arrival of US president George W Bush disrupted flights.\n\nLufthansa said that it may lose millions of euros as a result of Air Force One landing at Frankfurt airport. Flights were affected for an hour on Wednesday morning, double the time that had been expected, leading to cancellations and delays. Lufthansa accounts for six out of every 10 planes using Frankfurt\'s airport.\n\n""We are doing research into the possibilities we have,"" Michael Lamberty, a Lufthansa spokesman told the BBC. ""We are checking if there is action to be taken and in which courts it could be taken."" Mr Lamberty explained that the company did not plan to pursue Germany\'s air traffic controllers\' organisation or the airport authority but wanted instead to see if it was possible to sue the German federal agencies that gave the orders. The company said that it had to cancel 77 short and medium-distance flights, affecting about 5,000 passengers. Long-haul travellers were not disrupted.\n\nCentral to the problem was that instead of half an hour, the arrival of President Bush on the German leg of his European tour took the best part of an hour, Lufthansa said. During that time, restrictions were put on planes taxiing, taking off and landing at Frankfurt\'s Rhein-Main airport. The extra time taken by President Bush and his entourage meant that there was a knock-on effect that led to significant delays. Mr Lamberty said that 92 outgoing flights and 86 income flights were delayed by an average of an hour following President Bush\'s arrival, affecting almost 17,000 passengers. Despite the problems, Mr Lamberty said that it was not certain that Lufthansa would take legal action.\n'",/Travel/Air Travel
"b'FAO warns on impact of subsidies\n\nBillions of farmers\' livelihoods are at risk from falling commodity prices and protectionism, the UN\'s Food & Agriculture Organisation has warned.\n\nTrade barriers and subsidies ""severely"" distort the market, the FAO report on the ""State of Agricultural Commodity Markets 2004"" said. As a result, the 2.5 billion people in the developing world who rely on farming face food insecurity. The most endangered are those who live in the least-developed countries. The FAO report said that support for farmers in industrialised nations was equivalent to 30 times the amount provided as aid for agricultural development in poor countries.\n\nThe FAO has urged the World Trade Organisation to swiftly conclude negotiations to liberalise trade, easing developing countries\' access to the world market. It also criticised the high tariffs imposed by both developed and developing nations. It recommends that developing countries reduce their own tariffs to encourage trade and take advantage of market liberalisation.\n\nAccording to the organisation, subsidies and high tariffs have a strong impact on the trade of products such as cotton and rice. Global exports of these products are mainly in the hands of the European Union and the US, who - thanks to subsidies - sell them at very low prices. In fact, almost 30 wealthy nations spend more than $300bn (\xc2\xa3158.8bn; 230.9bn euros) in agricultural subsidies. The market situation has divided developing nations in two groups, the FAO said. The first group have a reasonably diverse range of agricultural products while in the second group, agriculture lies largely in the hands of small-scale producers. For 43 developing countries, more than 20% of their export incomes come from the sale of just one product. These countries are mainly situated in Sub-Saharan Africa, Latin America and the Caribbean.\n'",/Business & Industrial/Agriculture & Forestry
"b'Boeing unveils new 777 aircraft\n\nUS aircraft firm Boeing has unveiled its new long-distance 777 plane, as it tries to regain its position as the industry\'s leading manufacturer.\n\nThe 777-200LR will be capable of flying almost 11,000 miles non-stop, linking cities such as London and Sydney. Boeing, in contrast to European rival Airbus, hopes airlines will want to fly smaller aircraft over longer distances. Airbus, which overtook Boeing as the number one civilian planemaker in 2003, is focusing on so-called super jumbos.\n\nAnalysts are divided over which approach is best and say that this latest tussle between Boeing and Airbus may prove to be a defining moment for the airline industry. Boeing plans to offer twin-engine planes that are able to fly direct to many of the world\'s airports, getting rid of the need for connecting flights.\n\nIt is banking on smaller, slimmer planes such as the 777-200LR and its much-anticipated 787 Dreamliner plane, which is set to take to the skies in 2008. The 777-200LR, which had its launch delayed by the 11 September attacks in the US, is the fifth variation of Boeing\'s twin-aisle 777 plane. The company offically ""rolled-out"" the new 777 in Seattle at 2200 GMT. Better fuel efficiency from engines made by GE and lighter materials mean that the plane can connect almost any two cities worldwide.\n\n""Boeing has the latest variant in a very successful line of airplanes and there is no doubt it will continue to be very successful,"" said David Learmount, operations and safety editor at industry magazine Flight International. But the 777-200LR ""is a niche player"", Mr Learmount continued, adding that reach was not the only criteria airlines used when picking their aircraft. Mr Learmount pointed out that the 777-200LR has been on the market for a couple of years and only had limited success at attracting orders. He also said that while the plane may be able to fly to Sydney from London in one hit, prevailing winds meant that it would have to stop somewhere on the return journey.\n\nFor Airbus, the future is big - it is pinning its hopes on planes that can carry as many as 840 people between large hub airports. From there, passengers would be ferried to their final destinations by smaller planes. Airbus is also keeping its options open and plans to compete in all the main categories of aircraft. It has been producing a rival to Boeing\'s 777 line for more than a year. ""Airbus is now where Boeing was a few years ago"" with its product range, said Flight International\'s Mr Learmount.\n\nBoth Boeing and Airbus have been taking orders for their new planes. Boeing said it expected to sell about 500 of its 777-200LR planes over the next 20 years. It already has orders from Pakistan International Airlines and EVA of Taiwan. These orders should help underpin the company\'s profits. Boeing said earnings during the last three months of 2004 dropped by 84% because of costs relating to stopping production of its smallest airliner, the 717, and the cancellation of a US air force 767 tanker contract. Net profit was $186m (\xc2\xa398m; 143m euros) in the quarter, compared with $1.13bn in the same period in 2003.\n'",/Business & Industrial/Transportation & Logistics
