article_text,category,confidence
"b'Vouchers \'to cut winter deaths\'\n\nPensioners are being promised energy savings by the Liberal Democrats, as snow and cold temperatures continue.\n\nThe party says the plans could save the average pensioner \xc2\xa3100 every year and cut winter deaths. The government gives \xc2\xa3200 for winter fuel to households with people over 60, or \xc2\xa3300 where people are over 80. The Tories promise to keep the payments. The Lib Dems would allow people to swap these winter fuel payments for discounts on home insulation. Shadow local government secretary Ed Davey said: ""The current scheme has helped some older people, but this new Liberal Democrat approach will go much further to end the scandal of tens of thousands of old people dying from the winter cold every year."" The vouchers are designed to let pensioners choose from a list of approved energy supplies who would compete for business by offering discounts on home insulation schemes. The plan would boost energy conservation, says the party - and insulation could save \xc2\xa3100 every year for pensioner households, so using the money more ""intelligently"" than at present.\n'",/News,0.75
"b'Radcliffe eyes hard line on drugs\n\nPaula Radcliffe has called for all athletes found guilty on drugs charges to be treated as criminals.\n\nThe marathon world record holder believes more needs to be done to rid athletics of the ""suspicions and innuendoes"" which greet any fast time. ""Doping in sport is a criminal offence and should be treated as such,"" the 30-year-old told the Sunday Times. ""It not only cheats other athletes but also cheats promoters, sponsors and the general public.""\n\nRadcliffe\'s comments come at a time when several American sports stars are under suspicion of steroid use. ""Being caught in possession of a performance-enhancing drugs should carry a penalty,"" she added.\n\n""The current system does not detect many of the substances being abused by athletes. ""This means that often athletes do not know if they are competing on a level playing field, if their hard work and sacrifice is being trumped by an easier scientific route. ""Often, when an athlete puts in a good performance, they are subjected to suspicions and innuendoes instead of praise. ""Having been on the receiving end of accusations like this I can testify as to how much this hurts.""\n'",/Sensitive Subjects,0.75
"b'Jones files Conte lawsuit\n\nMarion Jones has filed a lawsuit for defamation against Balco boss Victor Conte following his allegations that he gave her performance-enhancing drugs.\n\nThe Sydney Olympic gold medallist says Conte damaged her reputation and she is seeking $25m (\xc2\xa313m) in the suit. Conte, whose company is at the centre of a doping investigation, made the claims in a US television programme. He and three others were indicted in February by a federal grand jury for a variety of alleged offences. In an email to the Associated Press on Wednesday, Conte said: ""I stand by everything I said"". Jones won three gold medals and two bronzes in Sydney in 2000. Her lawsuit, filed in the US District Court in San Francisco, said the sprinter had passed a lie detector test and that she ""has never taken banned performance-enhancing drugs"". Conte\'s statements, the suit added, were ""false and malicious"". After the ABC television program earlier this month, Jones\' lawyer Richard Nicholls said: ""Marion has steadfastly maintained her position throughout: she has never, ever used performance-enhancing drugs. ""Victor Conte is a man facing a 42-count federal indictment, while Marion Jones is one of America\'s most decorated female athletes. Mr Conte\'s statements have been wildly contradictory. ""Mr Conte chose to make unsubstantiated allegations on television, while Marion Jones demanded to take and then passed a lie detector examination.\n\n""Mr Conte is simply not credible. We challenge him to submit to the same lie detector procedure that Marion Jones passed."" The sport\'s ruling body, the IAAF, is taking a cautious approach to Conte\'s allegations but contacted the US Anti-Doping Agency. Communications director Nick Davies said the IAAF would seek to contact Conte ""for further information"". But Davies stressed it would be up to the American authorities to decide whether they will take action against Jones in light of Conte\'s television interview and the world governing body would monitor the situation closely. ""If it is felt there is case to answer, it would be for its national governing body (USA Track and Field) to take the appropriate disciplinary action,"" he added. ""The US Anti-Doping Agency has proved itself to be very diligent in its anti-doping war. ""And I am sure, like ourselves, they will be watching the television programme with great interest."" Jones, who is under investigation for steroid use by the US Anti-Doping Agency, has continually denied ever taking illegal substances since being investigated in the Balco scandal, although she praised a zinc supplement Conte marketed. Jones, who did not win any medals in Athens in August, has never failed a drugs test. Meanwhile, Conte, who has been charged along with three other men of distributing illegal steroids and money laundering, is due to face trial in March.\n'",/Sensitive Subjects,0.75
"b'US bank in $515m SEC settlement\n\nFive Bank of America subsidiaries have agreed to pay a total of $515m (\xc2\xa3277m) to settle an investigation into fraudulent trading share practices.\n\nThe US Securities and Exchange Commission announced the settlements, the latest in an industry-wide clean-up of US mutual funds. The SEC also said it had brought fraud charges against two ex-senior executives of Columbia Distributor. Columbia Distributor was part of FleetBoston, bought by BOA last year. Three other ex-Columbia executives agreed settlements with the SEC.\n\nThe SEC has set itself the task of stamping out the mutual funds\' use of market-timing, a form of quick-fire, short-term share trading that harms the interests of small investors, with whom mutual funds are particularly popular. In the last two years, it has imposed penalties totalling nearly $2bn on 15 funds. The SEC unveiled two separate settlements, one covering BOA\'s direct subsidiaries, and another for businesses that were part of FleetBoston at the time. In both cases, it said there had been secret deals to engage in market timing in mutual fund shares. The SEC agreed a deal totalling $375m with Banc of America Capital Management, BACAP Distributors and Banc of America Securities. It was made up of $250m to pay back gains from market timing, and $125m in penalties. It is to be paid to the damaged funds and their shareholders. Separately, the SEC said it had reached a $140m deal - equally split between penalties and compensation - in its probe into Columbia Management Advisors (CAM) and Columbia Funds Distributor (CFD) and three ex-Columbia executives. These businesses became part of BOA when it snapped up rival bank FleetBoston in a $47bn merger last March.\n\nThe SEC filed civil fraud charges in a Boston Federal court against James Tambone, who it says headed CFD\'s sales operations, and his alleged second in command Robert Hussey. The SEC is pressing for the highest tier of financial penalties against the pair for ""multiple violations"", repayment of any personal gains, and an injunction to prevent future breaches, a spokeswoman for the SEC\'s Boston office told the BBC. There was no immediate comment from the men\'s\' lawyers. The SEC\'s settlement with CAM and CFD included agreements with three other ex-managers, Peter Martin, Erik Gustafson and Joseph Palombo, who paid personal financial penalties of between $50-100,000.\n'",/Finance/Banking,0.73000001907348633
"b'Adventure tale tops awards\n\nYoung book fans have voted Fergus Crane, a story about a boy who is taken on an adventure by a flying horse, the winner of two Smarties Book Prizes.\n\nPaul Stewart and Chris Riddell\'s book came top in the category for six- to eight-year-olds and won the award chosen by after-school club members. Sally Grindley\'s Spilled Water, about a Chinese girl sold as a servant, was top in vote of readers aged nine to 11. Biscuit Bear by Mini Grey took the top award in the under-five category. Winners were voted for by about 6,000 children from a shortlist picked by an adult panel.\n\nThe prize, which is celebrating its 20th year, is billed as ""the UK\'s biggest children\'s book award"". Fergus Crane includes text by Stewart and illustrations by Riddell, who also created The Edge Chronicles together. As well as the six to eights prize, it won the 4Children Special Award voted for by after-school club members. Julia Eccleshare, chair of the adult judging panel, said children\'s literature had ""never looked stronger"" in the prize\'s 20 years. ""This award counts because the final choice of winners is made by children, who are the toughest critics of all,"" she said. ""This year\'s young judges chose the winners from an exceptionally strong and varied shortlist which showcases the very best in children\'s books today."" Previous winners have included JK Rowling, Jacqueline Wilson and Dick King-Smith.\n'",/Books & Literature/Children's Literature,0.73000001907348633
"b'Dance music not dead says Fatboy\n\nDJ Norman Cook - aka Fatboy Slim - has said that dance music is not dead, but has admitted it is currently going through a ""fallow patch"".\n\nThe commercial failure of the latest albums by Britain\'s two biggest dance acts - Fatboy Slim\'s Palookaville and The Prodigy\'s Always Outnumbered Never Outgunned - has been coupled with the closure of many ""superclubs,"" and the folding of three dance music magazines. Last month the Brit Awards announced they would no longer be awarding a Best Dance Act prize, with the Brits committee announcing that ""dance music is no longer where it\'s happening in music."" These developments lead some to suggest that dance was finished as a popular music genre. Cook acknowledged that much change in the dance world in the four years since his last album, Halfway Between The Gutter And The Stars, but he stressed this did not mean the dance scene was permanently over. ""Every week when I was making the album, I was reading articles about the demise of dance music - and obviously that affects you somewhat,"" he told BBC World Service\'s The Ticket programme. ""I personally don\'t believe it\'s either dead or going to die, but it\'s going through a bit of a fallow patch. ""So I think, consciously or subconsciously, reading every week that dance music was dead I would think \'right, scrub that track then\'.""\n\nAlthough his album sales in the UK are down - Palookaville stayed in the UK top 75 for just three weeks - Cook has achieved recent global success with his beach parties. And event on Brighton sea front in 2002 attracted 250,000, people, while a later one in Rio achieved a crowd of 360,000. The DVD of the Rio set was the biggest seller of that year.\n\n""With a crowd that big, if the weather\'s nice, the atmosphere before I even go is so good that about halfway through the first record I think \'I\'ve got them\',"" Cook said. ""I\'m always really really nervous before the big ones - they had to give me Valium before Rio, because two hours before I was literally just pacing the floor. ""For some reason, especially now I\'ve got a reputation for it, the atmosphere and the joie de vivre that\'s already going on means all I have to do is play \'up\' records."" He promised more such parties in more locations around the world - despite problems after the Brighton event, which ended in chaos with many revellers finding themselves stranded as transport ground to a halt. One man also died of a heart attack, and a woman fell to her death during the free party. ""We\'re having to widen our horizons from just beaches, because there\'s landlocked countries that want to get involved,"" Cook said. ""We\'re doing Rio at the carnival, at the Maracana, and Sao Paolo - our new gig is famous football stadiums.""\n\nThe DJ admitted, however, that his massive worldwide success had a downside, with intense media interest in his personal life. In particular, he said he had struggled to cope with tabloid intrusion during the temporary break-up of his marriage to Radio One presenter Zoe Ball, after she was linked with DJ Dan Peppe.\n\n""The tabloid thing has been difficult at times,"" Cook said. ""Especially the me-and-Zoe-Gate - it\'s quite scary."" He said that he had been ""determined"" that what had happened with Ball did not affect the album. ""At first I was doing deliberately jolly tunes so that people wouldn\'t think I was depressed,"" he explained. ""Then I thought, \'that\'s not right\'."" And he highlighted a bizarre coincidence - that one song written before they split had turned out to have a great deal more meaning than intended. ""I said to Zoe, \'I did this track called My Masochistic Baby Went And Left Me, do you mind if it\'s on the album?\'"" he recalled. ""She said, \'yeah, it\'s hilarious, because your masochistic baby did leave you\'."" Cook also added that he had some ways of coping with the intense paparazzi pressure, which accumulates at the end of the private road he lives on - where Paul McCartney is a neighbour. ""It\'s almost like prisoners rattling the bars with their mugs,"" Cook explained. ""If there\'s a pap at the end of the road, everyone knocks on each other\'s doors - Paul comes round, and we warn him, because we don\'t know who they\'re after.""\n'",/Arts & Entertainment/Music & Audio/Dance & Electronic Music,0.73000001907348633
"b'Tories attack burglar \'U-turns\'\n\nTory leader Michael Howard has accused Tony Blair of performing U-turns over rules on using force against burglars.\n\nThe government has ruled out amending the present law, which allows ""reasonable force"" in self defence. Mr Howard branded the decision unacceptable, saying: ""It is not householders who should be frightened, it\'s the burglars."" Home Secretary Charles Clarke said ministers had kept to their pledge to review the law.\n\nMetropolitan Police Commissioner Sir John Stevens last month backed a Tory attempt to change the law so only householders using ""grossly disproportionate"" force could be prosecuted. The pressure prompted the prime minister to say the police and Crown Prosecution Service would be consulted as part of a review of the law. He told MPs: ""If we get the right response from those people, we will, of course, support a change in the law."" Instead, the government has decided no change is needed but there will be a publicity campaign so people are clear they are entitled to defend themselves. On Thursday, Mr Howard told BBC Radio 4\'s Today programme Mr Blair had initially refused the law change, then had come round to the idea and was now backtracking again. He said: ""We\'ve had three policy positions in three months and two U-turns. ""It\'s not surprising Gordon Brown told him: \'There\'s nothing you could say to me now that I could ever believe.\'""\n\nMr Howard said the ""grossly disproportionate"" test matched the hurdle ministers had introduced for civil cases where burglars where claimed compensation from householders. The issue entered the public spotlight when Norfolk farmer Tony Martin was jailed for shooting dead a 16-year-old burglar in 1999 as he ran away from the farm. But the home secretary said Mr Howard was wrong to say the law was biased in favour of burglars. The barrister who had represented Mr Martin had said the rules were ""weighted overwhelmingly"" in favour of the householder, said Mr Clarke. He said: ""The problem is there has not been enough understanding of it - that was the point Sir John Stevens was making and the prime minister was making."" The new guidance would help ensure clarity on the issue, added Mr Clarke. The director of public prosecutions, Ken Macdonald, says only 11 householders or occupiers of business premises have been prosecuted in the last 15 years. Those cases included a warehouse manager who had waited for a burglar, tied him up, beat him and set him alight, he said. Tory MP Patrick Mercer\'s private member\'s bill to change the law received a first reading in Parliament on Wednesday and goes to a full debate next month.\n'",/Law & Government/Public Safety/Crime & Justice,0.73000001907348633
"b'Howard unveils Tory asylum plans\n\nTory plans to cut immigration to the UK are not racist and will make the asylum system fairer for genuine refugees, Michael Howard has said.\n\nAs his party set out detailed asylum reform plans, Mr Howard said they would help smash people smuggling gangs. There would be an annual limit on asylum and all claims would be processed overseas. Some charities say the plans would put refugees\' lives at risk if they were turned away once quotas were filled.\n\nTony Blair said Labour would set out workable plans for tackling immigration abuse in the next few weeks and attacked the Tory plans. ""By cutting the number of front-line immigration staff at our borders, they will actually make the problem worse,"" said Mr Blair. Liberal Democrat chairman Matthew Taylor said there needed to be a quick, fair and firm asylum system. But he said it was ""absolutely disgusting"" to propose a system which could turn away genuine refugees. The Conservatives say there is little risk of this happening as demand for asylum will be considered when quotas are set.\n\nIn a speech in London on Monday, Mr Howard said: ""It\'s not racist, as some people to claim, to talk about controlling immigration far from it."" He said that coming from an immigrant family himself he recognised that ""firm but fair"" immigration controls were essential for good community relations.\n\n\n - Withdrawing from the 1951 United Nations Convention on refugees, which obliges countries to accept people being persecuted on the basis of need, not numbers \n - Introduce laws to allow the immediate removal of asylum seekers whose claims were clearly unfounded because they came from safe countries or had destroyed documents \n - Detain asylum seekers without documents so people whose identity was not known were not able to move freely around the UK - a worry for ""national security"" \n - Stop considering asylum applications inside the UK and instead take people from United Nations refugee agency camps. Anyone applying for asylum would be taken to new centres close to their countries of origin. \n \n\nThe Tories also want quotas for those seeking work permits through an Australian-style points system and those wanting to join families in the UK.\n\nMr Howard said nearly 160,000 people were settling in the UK every year - the size of a city like Peterborough. The plans would help achieve a ""substantial reduction"" in immigration, he said, although he could not predict a figure. He said that only two out of 10 asylum seekers had their claims accepted under the current ""unfair and inhumane"" system.\n\n""We need to break the link between arriving in Britain and claiming asylum,"" Mr Howard said. ""By breaking that link we can smash the criminal gangs at the heart of the trade in people smuggling.""\n\nBut the UN refugees agency is worried the policy sends the wrong message to poorer countries which receive the bulk of refugees. And a spokesman for European Justice and Home Affairs Commissioner Franco Frattini said the plans would contravene EU asylum policy, which meant the UK could not simply refuse to hear an asylum case. Refugee Council Chief Executive Maeve Sherlock called the plans ""dangerous, ill thought-out and hugely irresponsible"". Lives could be put at risk if refugees were turned away once the quotas were filled, she warned. Commission for Racial Equality chairman Trevor Phillips said asylum applications were down 40% and economic migration down about 10%.\n\nHe did not think Mr Howard intended to centre the debate about race. But he warned that some campaigners could use his words to hint the policy was about keeping out people of a different colour or culture. Mr Howard called that suggestion ""disgraceful"".\n'",/Law & Government/Government/Visa & Immigration,0.73000001907348633
"b'UK heading wrong way - Howard\n\nTony Blair has had the chance to tackle the problems facing Britain and has failed, Michael Howard has said.\n\n""Britain is heading in the wrong direction"", the Conservative leader said in his New Year message. Mr Blair\'s government was a ""bossy, interfering government that takes decisions that should be made by individuals,"" he added. But Labour\'s campaign spokesman Fraser Kemp responded: ""Britain is working, don\'t let the Tories wreck it again"". Mr Howard also paid tribute to the nation\'s character for its generous response to the Asian quake disaster. The catastrophe was overshadowing the hopes for the future at this usually positive time of the year, Mr Howard said.\n\n""We watched the scenes of destruction with a sense of disbelief. The scale, the speed, the ferocity of what happened on Boxing Day is difficult to grasp. ""Yet Britain\'s response has shone a light on our nation\'s character. The last week has shown that the warm, caring heart of Britain beats as strong as ever."" He went on to reflect on the values that ""most Britons hold dear"". Looking ahead to the coming general election, he pledged to ""turn these beliefs into reality"" and set out the choices he says are facing Britain. ""How much tax do people want to pay? Who will give taxpayers value for money, the clean hospitals and good, disciplined schools they want? ""Who can be trusted to get a grip on the disorder on our streets and the chaos in our immigration system?""\n\nMr Blair has failed to tackle these problems, he claimed, saying he has the ""wrong solution"" to them.\n\n""The result is big government and higher taxes eroding incentives, undermining enterprise and denying people choice. ""Worst of all, it is a government that has wasted people\'s money and failed to tackle the problems families face today."" The Tories, he said, can cut crime and improve public services without asking people to pay more taxes. ""We can have progress without losing what makes Britain great - its tolerance, the respect for the rule of law, the ability of everyone to fulfil their potential. ""We simply need to change direction. The election will give Britain the chance to change."" This is the record Mr Blair will have to defend in the coming months, he said, urging voters to hold him to account.\n\nBut Labour spokesman Mr Kemp said: ""It would be more appropriate for this message to come out on 1 April, not 1 January."" ""Let us never forget that when Michael Howard was in government Britain suffered mass unemployment, 15% interest rates, record home repossessions, and the introduction of the poll tax. ""With Labour Britain is working. Rather than alluding to false promises Michael Howard should be starting 2005 with an apology to the British people for the misery that the government, of which he was a member, inflicted upon the country.\n'",/News/Politics,0.73000001907348633
"b'African double in Edinburgh\n\nWorld 5000m champion Eliud Kipchoge won the 9.2km race at the View From Great Edinburgh Cross Country.\n\nThe Kenyan, who was second when Newcastle hosted the race last year, was in front from the outset. Ethiopian duo Gebre Gebremariam and Dejene Berhanu made last-gasp efforts to overtake him, but Kipchoge responded and a burst of speed clinched victory. Gavin Thompson was the first Briton in 12th place while Nick McCormick held of his British rivals to win the 4km race. The Morpeth Harrier led from the end of the first lap and ended Mike Skinner and Andrew Baddeley\'s hopes with a surge in the lasp lap. ""My training has gone so well I wasn\'t really worried about the opposition asI knew I was in great shape,"" said McCormick, who now hopes to earn a 1,500m place in the British team for the World Championships in Helsinki. In the women\'s race, Ethiopia\'s Tirunesh Dibaba won a battle with world cross country champion Benita Johnson to retain her title. Australian Johnson, who shocked her African rivals in Brussels last March, looked to be on course for another win in the 6.2km race. But world 5000m champion Dibaba make a telling strike for the finishing line in the final 20 metres. Britons Kathy Butler and Hayley Yelling were out of contention early on.\n'",/Sports/Individual Sports/Track & Field,0.73000001907348633
