LAUS_code,state_fips,county_fips,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN4706300000000,47,063,"Hamblen County, TN",2005,29339,27635,1704,5.8
CN4706500000000,47,065,"Hamilton County, TN",2005,156303,148943,7360,4.7
CN4706700000000,47,067,"Hancock County, TN",2005,2392,2177,215,9
CN4706900000000,47,069,"Hardeman County, TN",2005,11008,10070,938,8.5
CN4707100000000,47,071,"Hardin County, TN",2005,11151,10341,810,7.3
CN4707300000000,47,073,"Hawkins County, TN",2005,25290,23731,1559,6.2
CN4707500000000,47,075,"Haywood County, TN",2005,9094,8342,752,8.3
CN4707700000000,47,077,"Henderson County, TN",2005,12587,11657,930,7.4
CN4707900000000,47,079,"Henry County, TN",2005,13995,12950,1045,7.5
CN4708100000000,47,081,"Hickman County, TN",2005,10100,9477,623,6.2
CN4708300000000,47,083,"Houston County, TN",2005,3755,3438,317,8.4
CN4708500000000,47,085,"Humphreys County, TN",2005,8803,8131,672,7.6
CN4708700000000,47,087,"Jackson County, TN",2005,5145,4705,440,8.6
CN4708900000000,47,089,"Jefferson County, TN",2005,23454,22073,1381,5.9
CN4709100000000,47,091,"Johnson County, TN",2005,6927,6361,566,8.2
CN4709300000000,47,093,"Knox County, TN",2005,213289,204363,8926,4.2
CN4709500000000,47,095,"Lake County, TN",2005,2562,2352,210,8.2
CN4709700000000,47,097,"Lauderdale County, TN",2005,9576,8744,832,8.7
CN4709900000000,47,099,"Lawrence County, TN",2005,17242,15510,1732,10
CN4710100000000,47,101,"Lewis County, TN",2005,5100,4620,480,9.4
CN4710300000000,47,103,"Lincoln County, TN",2005,16366,15592,774,4.7
CN4710500000000,47,105,"Loudon County, TN",2005,21606,20603,1003,4.6
CN4710700000000,47,107,"McMinn County, TN",2005,23716,22279,1437,6.1
CN4710900000000,47,109,"McNairy County, TN",2005,12169,11443,726,6
CN4711100000000,47,111,"Macon County, TN",2005,10428,9837,591,5.7
CN4711300000000,47,113,"Madison County, TN",2005,46301,43729,2572,5.6
CN4711500000000,47,115,"Marion County, TN",2005,12691,11913,778,6.1
CN4711700000000,47,117,"Marshall County, TN",2005,12354,11559,795,6.4
CN4711900000000,47,119,"Maury County, TN",2005,35574,33446,2128,6
CN4712100000000,47,121,"Meigs County, TN",2005,4740,4396,344,7.3
CN4712300000000,47,123,"Monroe County, TN",2005,18423,17309,1114,6
CN4712500000000,47,125,"Montgomery County, TN",2005,65023,61824,3199,4.9
CN4712700000000,47,127,"Moore County, TN",2005,3081,2939,142,4.6
CN4712900000000,47,129,"Morgan County, TN",2005,8099,7495,604,7.5
CN4713100000000,47,131,"Obion County, TN",2005,15325,14407,918,6
CN4713300000000,47,133,"Overton County, TN",2005,9684,9123,561,5.8
CN4713500000000,47,135,"Perry County, TN",2005,3248,3015,233,7.2
CN4713700000000,47,137,"Pickett County, TN",2005,1834,1678,156,8.5
CN4713900000000,47,139,"Polk County, TN",2005,7204,6779,425,5.9
CN4714100000000,47,141,"Putnam County, TN",2005,33648,31969,1679,5
CN4714300000000,47,143,"Rhea County, TN",2005,13112,12230,882,6.7
CN4714500000000,47,145,"Roane County, TN",2005,25532,24051,1481,5.8
CN4714700000000,47,147,"Robertson County, TN",2005,31404,29886,1518,4.8
CN4714900000000,47,149,"Rutherford County, TN",2005,117495,112619,4876,4.1
CN4715100000000,47,151,"Scott County, TN",2005,8417,7838,579,6.9
CN4715300000000,47,153,"Sequatchie County, TN",2005,5779,5451,328,5.7
CN4715500000000,47,155,"Sevier County, TN",2005,44860,42161,2699,6
CN4715700000000,47,157,"Shelby County, TN",2005,427975,401452,26523,6.2
CN4715900000000,47,159,"Smith County, TN",2005,9026,8485,541,6
CN4716100000000,47,161,"Stewart County, TN",2005,5853,5422,431,7.4
CN4716300000000,47,163,"Sullivan County, TN",2005,71320,67625,3695,5.2
CN4716500000000,47,165,"Sumner County, TN",2005,75157,71710,3447,4.6
CN4716700000000,47,167,"Tipton County, TN",2005,26376,24686,1690,6.4
CN4716900000000,47,169,"Trousdale County, TN",2005,3662,3421,241,6.6
CN4717100000000,47,171,"Unicoi County, TN",2005,8126,7624,502,6.2
CN4717300000000,47,173,"Union County, TN",2005,8699,8215,484,5.6
CN4717500000000,47,175,"Van Buren County, TN",2005,2451,2241,210,8.6
CN4717700000000,47,177,"Warren County, TN",2005,18291,16842,1449,7.9
CN4717900000000,47,179,"Washington County, TN",2005,57629,54811,2818,4.9
CN4718100000000,47,181,"Wayne County, TN",2005,6483,5697,786,12.1
CN4718300000000,47,183,"Weakley County, TN",2005,15272,14214,1058,6.9
CN4718500000000,47,185,"White County, TN",2005,10764,9719,1045,9.7
CN4718700000000,47,187,"Williamson County, TN",2005,80888,77811,3077,3.8
CN4718900000000,47,189,"Wilson County, TN",2005,54083,51629,2454,4.5
CN4800100000000,48,001,"Anderson County, TX",2005,20106,18822,1284,6.4
CN4800300000000,48,003,"Andrews County, TX",2005,6362,6103,259,4.1
CN4800500000000,48,005,"Angelina County, TX",2005,39453,37271,2182,5.5
CN4800700000000,48,007,"Aransas County, TX",2005,11012,10401,611,5.5
CN4800900000000,48,009,"Archer County, TX",2005,5311,5124,187,3.5
CN4801100000000,48,011,"Armstrong County, TX",2005,1128,1083,45,4
CN4801300000000,48,013,"Atascosa County, TX",2005,19093,18080,1013,5.3
CN4801500000000,48,015,"Austin County, TX",2005,12851,12260,591,4.6
CN4801700000000,48,017,"Bailey County, TX",2005,3248,3070,178,5.5
CN4801900000000,48,019,"Bandera County, TX",2005,9705,9263,442,4.6
CN4802100000000,48,021,"Bastrop County, TX",2005,33798,32064,1734,5.1
CN4802300000000,48,023,"Baylor County, TX",2005,1871,1781,90,4.8
CN4802500000000,48,025,"Bee County, TX",2005,11104,10304,800,7.2
CN4802700000000,48,027,"Bell County, TX",2005,114590,108776,5814,5.1
CN4802900000000,48,029,"Bexar County, TX",2005,717197,680133,37064,5.2
CN4803100000000,48,031,"Blanco County, TX",2005,4710,4516,194,4.1
CN4803300000000,48,033,"Borden County, TX",2005,459,441,18,3.9
CN4803500000000,48,035,"Bosque County, TX",2005,8424,7989,435,5.2
CN4803700000000,48,037,"Bowie County, TX",2005,42352,40030,2322,5.5
CN4803900000000,48,039,"Brazoria County, TX",2005,134124,126324,7800,5.8
CN4804100000000,48,041,"Brazos County, TX",2005,87056,83346,3710,4.3
CN4804300000000,48,043,"Brewster County, TX",2005,5270,5070,200,3.8
CN4804500000000,48,045,"Briscoe County, TX",2005,719,680,39,5.4
CN4804700000000,48,047,"Brooks County, TX",2005,3105,2893,212,6.8
CN4804900000000,48,049,"Brown County, TX",2005,18750,17857,893,4.8
CN4805100000000,48,051,"Burleson County, TX",2005,8651,8288,363,4.2
CN4805300000000,48,053,"Burnet County, TX",2005,20358,19450,908,4.5
CN4805500000000,48,055,"Caldwell County, TX",2005,16035,15171,864,5.4
CN4805700000000,48,057,"Calhoun County, TX",2005,9388,8837,551,5.9
CN4805900000000,48,059,"Callahan County, TX",2005,7021,6732,289,4.1
CN4806100000000,48,061,"Cameron County, TX",2005,140866,130014,10852,7.7
CN4806300000000,48,063,"Camp County, TX",2005,5397,5082,315,5.8
CN4806500000000,48,065,"Carson County, TX",2005,3503,3364,139,4
CN4806700000000,48,067,"Cass County, TX",2005,13400,12558,842,6.3
CN4806900000000,48,069,"Castro County, TX",2005,3402,3213,189,5.6
CN4807100000000,48,071,"Chambers County, TX",2005,14046,13170,876,6.2
CN4807300000000,48,073,"Cherokee County, TX",2005,20671,19501,1170,5.7
CN4807500000000,48,075,"Childress County, TX",2005,3082,2906,176,5.7
CN4807700000000,48,077,"Clay County, TX",2005,6503,6253,250,3.8
CN4807900000000,48,079,"Cochran County, TX",2005,1558,1468,90,5.8
CN4808100000000,48,081,"Coke County, TX",2005,1379,1301,78,5.7
CN4808300000000,48,083,"Coleman County, TX",2005,4337,4135,202,4.7
CN4808500000000,48,085,"Collin County, TX",2005,368999,351591,17408,4.7
CN4808700000000,48,087,"Collingsworth County, TX",2005,1631,1558,73,4.5
CN4808900000000,48,089,"Colorado County, TX",2005,10358,9888,470,4.5
CN4809100000000,48,091,"Comal County, TX",2005,49036,46800,2236,4.6
CN4809300000000,48,093,"Comanche County, TX",2005,6455,6148,307,4.8
CN4809500000000,48,095,"Concho County, TX",2005,1382,1300,82,5.9
CN4809700000000,48,097,"Cooke County, TX",2005,19951,19094,857,4.3
CN4809900000000,48,099,"Coryell County, TX",2005,25475,23876,1599,6.3
CN4810100000000,48,101,"Cottle County, TX",2005,826,779,47,5.7
CN4810300000000,48,103,"Crane County, TX",2005,1586,1504,82,5.2
CN4810500000000,48,105,"Crockett County, TX",2005,2044,1968,76,3.7
CN4810700000000,48,107,"Crosby County, TX",2005,2936,2775,161,5.5
CN4810900000000,48,109,"Culberson County, TX",2005,1655,1589,66,4
CN4811100000000,48,111,"Dallam County, TX",2005,3091,2987,104,3.4
CN4811300000000,48,113,"Dallas County, TX",2005,1147480,1081765,65715,5.7
CN4811500000000,48,115,"Dawson County, TX",2005,5194,4835,359,6.9
CN4811700000000,48,117,"Deaf Smith County, TX",2005,8366,7972,394,4.7
CN4811900000000,48,119,"Delta County, TX",2005,2423,2288,135,5.6
CN4812100000000,48,121,"Denton County, TX",2005,315424,300779,14645,4.6
CN4812300000000,48,123,"DeWitt County, TX",2005,9377,8939,438,4.7
CN4812500000000,48,125,"Dickens County, TX",2005,1081,1024,57,5.3
CN4812700000000,48,127,"Dimmit County, TX",2005,3830,3512,318,8.3
CN4812900000000,48,129,"Donley County, TX",2005,1844,1752,92,5
CN4813100000000,48,131,"Duval County, TX",2005,5271,4943,328,6.2
CN4813300000000,48,133,"Eastland County, TX",2005,8527,8079,448,5.3
CN4813500000000,48,135,"Ector County, TX",2005,62544,59671,2873,4.6
CN4813700000000,48,137,"Edwards County, TX",2005,1031,989,42,4.1
CN4813900000000,48,139,"Ellis County, TX",2005,66583,62990,3593,5.4
CN4814100000000,48,141,"El Paso County, TX",2005,291327,270545,20782,7.1
CN4814300000000,48,143,"Erath County, TX",2005,17568,16834,734,4.2
CN4814500000000,48,145,"Falls County, TX",2005,7308,6851,457,6.3
CN4814700000000,48,147,"Fannin County, TX",2005,13866,12969,897,6.5
CN4814900000000,48,149,"Fayette County, TX",2005,12047,11571,476,4
CN4815100000000,48,151,"Fisher County, TX",2005,2037,1949,88,4.3
CN4815300000000,48,153,"Floyd County, TX",2005,3269,3080,189,5.8
CN4815500000000,48,155,"Foard County, TX",2005,689,656,33,4.8
CN4815700000000,48,157,"Fort Bend County, TX",2005,236025,223492,12533,5.3
CN4815900000000,48,159,"Franklin County, TX",2005,5159,4906,253,4.9
CN4816100000000,48,161,"Freestone County, TX",2005,10053,9621,432,4.3
CN4816300000000,48,163,"Frio County, TX",2005,6399,6008,391,6.1
CN4816500000000,48,165,"Gaines County, TX",2005,6250,5948,302,4.8
CN4816700000000,48,167,"Galveston County, TX",2005,138338,130306,8032,5.8
CN4816900000000,48,169,"Garza County, TX",2005,2409,2300,109,4.5
CN4817100000000,48,171,"Gillespie County, TX",2005,12798,12360,438,3.4
CN4817300000000,48,173,"Glasscock County, TX",2005,640,615,25,3.9
CN4817500000000,48,175,"Goliad County, TX",2005,3412,3246,166,4.9
CN4817700000000,48,177,"Gonzales County, TX",2005,9673,9267,406,4.2
CN4817900000000,48,179,"Gray County, TX",2005,10869,10405,464,4.3
CN4818100000000,48,181,"Grayson County, TX",2005,56662,53574,3088,5.4
CN4818300000000,48,183,"Gregg County, TX",2005,60785,57767,3018,5
CN4818500000000,48,185,"Grimes County, TX",2005,10275,9641,634,6.2
CN4818700000000,48,187,"Guadalupe County, TX",2005,51919,49497,2422,4.7
CN4818900000000,48,189,"Hale County, TX",2005,16828,15923,905,5.4
CN4819100000000,48,191,"Hall County, TX",2005,1593,1499,94,5.9
CN4819300000000,48,193,"Hamilton County, TX",2005,3975,3789,186,4.7
CN4819500000000,48,195,"Hansford County, TX",2005,2482,2392,90,3.6
CN4819700000000,48,197,"Hardeman County, TX",2005,2302,2197,105,4.6
CN4819900000000,48,199,"Hardin County, TX",2005,24732,23080,1652,6.7
CN4820100000000,48,201,"Harris County, TX",2005,1831799,1726208,105591,5.8
CN4820300000000,48,203,"Harrison County, TX",2005,31255,29493,1762,5.6
CN4820500000000,48,205,"Hartley County, TX",2005,2286,2195,91,4
CN4820700000000,48,207,"Haskell County, TX",2005,3161,3040,121,3.8
CN4820900000000,48,209,"Hays County, TX",2005,67321,64228,3093,4.6
CN4821100000000,48,211,"Hemphill County, TX",2005,2260,2194,66,2.9
CN4821300000000,48,213,"Henderson County, TX",2005,34617,32601,2016,5.8
CN4821500000000,48,215,"Hidalgo County, TX",2005,261782,240836,20946,8
CN4821700000000,48,217,"Hill County, TX",2005,15417,14442,975,6.3
CN4821900000000,48,219,"Hockley County, TX",2005,11095,10592,503,4.5
CN4822100000000,48,221,"Hood County, TX",2005,22622,21427,1195,5.3
CN4822300000000,48,223,"Hopkins County, TX",2005,17523,16710,813,4.6
CN4822500000000,48,225,"Houston County, TX",2005,8532,7974,558,6.5
CN4822700000000,48,227,"Howard County, TX",2005,13369,12648,721,5.4
CN4822900000000,48,229,"Hudspeth County, TX",2005,1335,1241,94,7
CN4823100000000,48,231,"Hunt County, TX",2005,38684,36544,2140,5.5
CN4823300000000,48,233,"Hutchinson County, TX",2005,10233,9705,528,5.2
CN4823500000000,48,235,"Irion County, TX",2005,961,927,34,3.5
CN4823700000000,48,237,"Jack County, TX",2005,4096,3904,192,4.7
CN4823900000000,48,239,"Jackson County, TX",2005,6654,6322,332,5
CN4824100000000,48,241,"Jasper County, TX",2005,15658,14382,1276,8.1
CN4824300000000,48,243,"Jeff Davis County, TX",2005,1208,1161,47,3.9
CN4824500000000,48,245,"Jefferson County, TX",2005,112094,103251,8843,7.9
CN4824700000000,48,247,"Jim Hogg County, TX",2005,2628,2501,127,4.8
CN4824900000000,48,249,"Jim Wells County, TX",2005,19839,18732,1107,5.6
CN4825100000000,48,251,"Johnson County, TX",2005,72415,68788,3627,5
CN4825300000000,48,253,"Jones County, TX",2005,7903,7473,430,5.4
CN4825500000000,48,255,"Karnes County, TX",2005,5461,5111,350,6.4
CN4825700000000,48,257,"Kaufman County, TX",2005,43193,40791,2402,5.6
CN4825900000000,48,259,"Kendall County, TX",2005,14358,13753,605,4.2
CN4826100000000,48,261,"Kenedy County, TX",2005,249,242,7,2.8
CN4826300000000,48,263,"Kent County, TX",2005,443,424,19,4.3
CN4826500000000,48,265,"Kerr County, TX",2005,22673,21734,939,4.1
CN4826700000000,48,267,"Kimble County, TX",2005,2274,2179,95,4.2
CN4826900000000,48,269,"King County, TX",2005,168,161,7,4.2
CN4827100000000,48,271,"Kinney County, TX",2005,1446,1357,89,6.2
CN4827300000000,48,273,"Kleberg County, TX",2005,16379,15526,853,5.2
CN4827500000000,48,275,"Knox County, TX",2005,1797,1710,87,4.8
CN4827700000000,48,277,"Lamar County, TX",2005,23082,21630,1452,6.3
CN4827900000000,48,279,"Lamb County, TX",2005,7243,6886,357,4.9
CN4828100000000,48,281,"Lampasas County, TX",2005,9964,9527,437,4.4
CN4828300000000,48,283,"La Salle County, TX",2005,2608,2460,148,5.7
CN4828500000000,48,285,"Lavaca County, TX",2005,10398,10019,379,3.6
CN4828700000000,48,287,"Lee County, TX",2005,8693,8307,386,4.4
CN4828900000000,48,289,"Leon County, TX",2005,7737,7304,433,5.6
CN4829100000000,48,291,"Liberty County, TX",2005,31412,29265,2147,6.8
CN4829300000000,48,293,"Limestone County, TX",2005,10372,9838,534,5.1
CN4829500000000,48,295,"Lipscomb County, TX",2005,1669,1610,59,3.5
CN4829700000000,48,297,"Live Oak County, TX",2005,5052,4794,258,5.1
CN4829900000000,48,299,"Llano County, TX",2005,8056,7642,414,5.1
CN4830100000000,48,301,"Loving County, TX",2005,39,35,4,10.3
CN4830300000000,48,303,"Lubbock County, TX",2005,137880,132197,5683,4.1
CN4830500000000,48,305,"Lynn County, TX",2005,2843,2677,166,5.8
CN4830700000000,48,307,"McCulloch County, TX",2005,3773,3582,191,5.1
CN4830900000000,48,309,"McLennan County, TX",2005,112482,106760,5722,5.1
CN4831100000000,48,311,"McMullen County, TX",2005,382,362,20,5.2
CN4831300000000,48,313,"Madison County, TX",2005,4944,4655,289,5.8
CN4831500000000,48,315,"Marion County, TX",2005,5085,4792,293,5.8
CN4831700000000,48,317,"Martin County, TX",2005,2123,2028,95,4.5
CN4831900000000,48,319,"Mason County, TX",2005,2394,2322,72,3
CN4832100000000,48,321,"Matagorda County, TX",2005,16402,15053,1349,8.2
CN4832300000000,48,323,"Maverick County, TX",2005,19189,16603,2586,13.5
CN4832500000000,48,325,"Medina County, TX",2005,19504,18532,972,5
CN4832700000000,48,327,"Menard County, TX",2005,1094,1044,50,4.6
CN4832900000000,48,329,"Midland County, TX",2005,66588,64098,2490,3.7
CN4833100000000,48,331,"Milam County, TX",2005,12210,11581,629,5.2
CN4833300000000,48,333,"Mills County, TX",2005,2558,2457,101,3.9
CN4833500000000,48,335,"Mitchell County, TX",2005,3378,3161,217,6.4
CN4833700000000,48,337,"Montague County, TX",2005,9825,9384,441,4.5
CN4833900000000,48,339,"Montgomery County, TX",2005,189888,180761,9127,4.8
CN4834100000000,48,341,"Moore County, TX",2005,10275,9882,393,3.8
CN4834300000000,48,343,"Morris County, TX",2005,6120,5744,376,6.1
CN4834500000000,48,345,"Motley County, TX",2005,672,644,28,4.2
CN4834700000000,48,347,"Nacogdoches County, TX",2005,31209,29561,1648,5.3
CN4834900000000,48,349,"Navarro County, TX",2005,21535,20283,1252,5.8
CN4835100000000,48,351,"Newton County, TX",2005,5799,5258,541,9.3
CN4835300000000,48,353,"Nolan County, TX",2005,7591,7231,360,4.7
CN4835500000000,48,355,"Nueces County, TX",2005,157226,148630,8596,5.5
CN4835700000000,48,357,"Ochiltree County, TX",2005,5042,4880,162,3.2
CN4835900000000,48,359,"Oldham County, TX",2005,1062,1022,40,3.8
CN4836100000000,48,361,"Orange County, TX",2005,40979,37663,3316,8.1
CN4836300000000,48,363,"Palo Pinto County, TX",2005,14268,13613,655,4.6
CN4836500000000,48,365,"Panola County, TX",2005,11669,11090,579,5
CN4836700000000,48,367,"Parker County, TX",2005,50868,48415,2453,4.8
CN4836900000000,48,369,"Parmer County, TX",2005,4614,4429,185,4
CN4837100000000,48,371,"Pecos County, TX",2005,6678,6331,347,5.2
CN4837300000000,48,373,"Polk County, TX",2005,16810,15655,1155,6.9
CN4837500000000,48,375,"Potter County, TX",2005,56783,54151,2632,4.6
CN4837700000000,48,377,"Presidio County, TX",2005,3258,2895,363,11.1
CN4837900000000,48,379,"Rains County, TX",2005,5110,4832,278,5.4
CN4838100000000,48,381,"Randall County, TX",2005,65641,63345,2296,3.5
CN4838300000000,48,383,"Reagan County, TX",2005,2190,2136,54,2.5
CN4838500000000,48,385,"Real County, TX",2005,1325,1258,67,5.1
CN4838700000000,48,387,"Red River County, TX",2005,6288,5896,392,6.2
CN4838900000000,48,389,"Reeves County, TX",2005,4250,3930,320,7.5
CN4839100000000,48,391,"Refugio County, TX",2005,3869,3675,194,5
CN4839300000000,48,393,"Roberts County, TX",2005,553,535,18,3.3
CN4839500000000,48,395,"Robertson County, TX",2005,7590,7208,382,5
CN4839700000000,48,397,"Rockwall County, TX",2005,32516,30964,1552,4.8
CN4839900000000,48,399,"Runnels County, TX",2005,4631,4389,242,5.2
CN4840100000000,48,401,"Rusk County, TX",2005,22810,21605,1205,5.3
CN4840300000000,48,403,"Sabine County, TX",2005,3461,3115,346,10
CN4840500000000,48,405,"San Augustine County, TX",2005,3615,3358,257,7.1
CN4840700000000,48,407,"San Jacinto County, TX",2005,10205,9565,640,6.3
CN4840900000000,48,409,"San Patricio County, TX",2005,29690,27630,2060,6.9
CN4841100000000,48,411,"San Saba County, TX",2005,2650,2517,133,5
CN4841300000000,48,413,"Schleicher County, TX",2005,1368,1313,55,4
CN4841500000000,48,415,"Scurry County, TX",2005,7126,6768,358,5
CN4841700000000,48,417,"Shackelford County, TX",2005,1941,1882,59,3
CN4841900000000,48,419,"Shelby County, TX",2005,11760,11062,698,5.9
CN4842100000000,48,421,"Sherman County, TX",2005,1394,1334,60,4.3
CN4842300000000,48,423,"Smith County, TX",2005,95769,90888,4881,5.1
CN4842500000000,48,425,"Somervell County, TX",2005,3701,3499,202,5.5
CN4842700000000,48,427,"Starr County, TX",2005,21288,18482,2806,13.2
CN4842900000000,48,429,"Stephens County, TX",2005,4317,4117,200,4.6
CN4843100000000,48,431,"Sterling County, TX",2005,941,914,27,2.9
CN4843300000000,48,433,"Stonewall County, TX",2005,825,796,29,3.5
CN4843500000000,48,435,"Sutton County, TX",2005,2706,2629,77,2.8
CN4843700000000,48,437,"Swisher County, TX",2005,3623,3450,173,4.8
CN4843900000000,48,439,"Tarrant County, TX",2005,847500,803334,44166,5.2
CN4844100000000,48,441,"Taylor County, TX",2005,65488,62776,2712,4.1
CN4844300000000,48,443,"Terrell County, TX",2005,384,357,27,7
CN4844500000000,48,445,"Terry County, TX",2005,5781,5451,330,5.7
CN4844700000000,48,447,"Throckmorton County, TX",2005,935,902,33,3.5
CN4844900000000,48,449,"Titus County, TX",2005,14753,14048,705,4.8
CN4845100000000,48,451,"Tom Green County, TX",2005,52058,49781,2277,4.4
CN4845300000000,48,453,"Travis County, TX",2005,504247,481324,22923,4.5
CN4845500000000,48,455,"Trinity County, TX",2005,5829,5456,373,6.4
CN4845700000000,48,457,"Tyler County, TX",2005,8399,7775,624,7.4
CN4845900000000,48,459,"Upshur County, TX",2005,18841,17895,946,5
CN4846100000000,48,461,"Upton County, TX",2005,1685,1619,66,3.9
CN4846300000000,48,463,"Uvalde County, TX",2005,11741,11020,721,6.1
CN4846500000000,48,465,"Val Verde County, TX",2005,20131,18801,1330,6.6
CN4846700000000,48,467,"Van Zandt County, TX",2005,25445,24155,1290,5.1
CN4846900000000,48,469,"Victoria County, TX",2005,44086,42066,2020,4.6
CN4847100000000,48,471,"Walker County, TX",2005,26143,24660,1483,5.7
CN4847300000000,48,473,"Waller County, TX",2005,15901,15015,886,5.6
CN4847500000000,48,475,"Ward County, TX",2005,4483,4235,248,5.5
CN4847700000000,48,477,"Washington County, TX",2005,16236,15486,750,4.6
CN4847900000000,48,479,"Webb County, TX",2005,85998,80774,5224,6.1
CN4848100000000,48,481,"Wharton County, TX",2005,20829,19757,1072,5.1
CN4848300000000,48,483,"Wheeler County, TX",2005,2688,2581,107,4
CN4848500000000,48,485,"Wichita County, TX",2005,62753,59759,2994,4.8
CN4848700000000,48,487,"Wilbarger County, TX",2005,7548,7254,294,3.9
CN4848900000000,48,489,"Willacy County, TX",2005,7558,6832,726,9.6
CN4849100000000,48,491,"Williamson County, TX",2005,180292,171964,8328,4.6
CN4849300000000,48,493,"Wilson County, TX",2005,17762,16901,861,4.8
CN4849500000000,48,495,"Winkler County, TX",2005,3047,2901,146,4.8
CN4849700000000,48,497,"Wise County, TX",2005,27712,26393,1319,4.8
CN4849900000000,48,499,"Wood County, TX",2005,17677,16686,991,5.6
CN4850100000000,48,501,"Yoakum County, TX",2005,3299,3144,155,4.7
CN4850300000000,48,503,"Young County, TX",2005,9387,8984,403,4.3
CN4850500000000,48,505,"Zapata County, TX",2005,5084,4741,343,6.7
CN4850700000000,48,507,"Zavala County, TX",2005,3865,3413,452,11.7
CN4900100000000,49,001,"Beaver County, UT",2005,3090,2963,127,4.1
CN4900300000000,49,003,"Box Elder County, UT",2005,22557,21593,964,4.3
CN4900500000000,49,005,"Cache County, UT",2005,57592,55744,1848,3.2
CN4900700000000,49,007,"Carbon County, UT",2005,9603,9138,465,4.8
CN4900900000000,49,009,"Daggett County, UT",2005,506,480,26,5.1
CN4901100000000,49,011,"Davis County, UT",2005,136741,131391,5350,3.9
CN4901300000000,49,013,"Duchesne County, UT",2005,7739,7407,332,4.3
CN4901500000000,49,015,"Emery County, UT",2005,5158,4897,261,5.1
CN4901700000000,49,017,"Garfield County, UT",2005,2717,2523,194,7.1
CN4901900000000,49,019,"Grand County, UT",2005,5061,4744,317,6.3
CN4902100000000,49,021,"Iron County, UT",2005,20001,19229,772,3.9
CN4902300000000,49,023,"Juab County, UT",2005,3942,3754,188,4.8
CN4902500000000,49,025,"Kane County, UT",2005,3286,3126,160,4.9
CN4902700000000,49,027,"Millard County, UT",2005,6131,5886,245,4
CN4902900000000,49,029,"Morgan County, UT",2005,3843,3684,159,4.1
CN4903100000000,49,031,"Piute County, UT",2005,856,822,34,4
CN4903300000000,49,033,"Rich County, UT",2005,1300,1259,41,3.2
CN4903500000000,49,035,"Salt Lake County, UT",2005,520791,500018,20773,4
CN4903700000000,49,037,"San Juan County, UT",2005,4818,4440,378,7.8
CN4903900000000,49,039,"Sanpete County, UT",2005,10631,10070,561,5.3
CN4904100000000,49,041,"Sevier County, UT",2005,9208,8801,407,4.4
CN4904300000000,49,043,"Summit County, UT",2005,21596,20743,853,3.9
CN4904500000000,49,045,"Tooele County, UT",2005,25326,24229,1097,4.3
CN4904700000000,49,047,"Uintah County, UT",2005,14765,14216,549,3.7
CN4904900000000,49,049,"Utah County, UT",2005,206470,198439,8031,3.9
CN4905100000000,49,051,"Wasatch County, UT",2005,9370,8987,383,4.1
CN4905300000000,49,053,"Washington County, UT",2005,57313,55009,2304,4
CN4905500000000,49,055,"Wayne County, UT",2005,1345,1273,72,5.4
CN4905700000000,49,057,"Weber County, UT",2005,108899,103960,4939,4.5
CN5000100000000,50,001,"Addison County, VT",2005,21483,20785,698,3.2
CN5000300000000,50,003,"Bennington County, VT",2005,20018,19296,722,3.6
CN5000500000000,50,005,"Caledonia County, VT",2005,16391,15763,628,3.8
CN5000700000000,50,007,"Chittenden County, VT",2005,86931,84258,2673,3.1
CN5000900000000,50,009,"Essex County, VT",2005,3212,3092,120,3.7
CN5001100000000,50,011,"Franklin County, VT",2005,25844,24871,973,3.8
CN5001300000000,50,013,"Grand Isle County, VT",2005,4232,4022,210,5
CN5001500000000,50,015,"Lamoille County, VT",2005,14535,13972,563,3.9
CN5001700000000,50,017,"Orange County, VT",2005,16100,15581,519,3.2
CN5001900000000,50,019,"Orleans County, VT",2005,14035,13329,706,5
CN5002100000000,50,021,"Rutland County, VT",2005,35649,34349,1300,3.6
CN5002300000000,50,023,"Washington County, VT",2005,34056,32848,1208,3.5
CN5002500000000,50,025,"Windham County, VT",2005,24905,24072,833,3.3
CN5002700000000,50,027,"Windsor County, VT",2005,32129,31175,954,3
CN5100100000000,51,001,"Accomack County, VA",2005,18847,17896,951,5
CN5100300000000,51,003,"Albemarle County, VA",2005,47503,46047,1456,3.1
CN5100500000000,51,005,"Alleghany County, VA",2005,7490,7110,380,5.1
CN5100700000000,51,007,"Amelia County, VA",2005,6332,6096,236,3.7
CN5100900000000,51,009,"Amherst County, VA",2005,15364,14681,683,4.4
CN5101100000000,51,011,"Appomattox County, VA",2005,6846,6498,348,5.1
CN5101300000000,51,013,"Arlington County, VA",2005,123514,120410,3104,2.5
CN5101500000000,51,015,"Augusta County, VA",2005,36343,35139,1204,3.3
CN5101700000000,51,017,"Bath County, VA",2005,2934,2821,113,3.9
CN5101900000000,51,019,"Bedford County, VA",2005,36559,35181,1378,3.8
CN5102100000000,51,021,"Bland County, VA",2005,3068,2936,132,4.3
CN5102300000000,51,023,"Botetourt County, VA",2005,17051,16494,557,3.3
CN5102500000000,51,025,"Brunswick County, VA",2005,6785,6408,377,5.6
CN5102700000000,51,027,"Buchanan County, VA",2005,8434,7945,489,5.8
CN5102900000000,51,029,"Buckingham County, VA",2005,6804,6485,319,4.7
CN5103100000000,51,031,"Campbell County, VA",2005,26750,25606,1144,4.3
